4.857249156848075700e+02,4.932565122280547030e+02,4.968435875352125777e+02,5.004568163497605155e+02,5.016203442586003121e+02,4.938478330251472244e+02
4.732845380187146702e+02,4.810448552975630037e+02,4.845417263995215080e+02,4.871433139430999972e+02,4.883412957753017736e+02,4.867973425361864201e+02
4.723077607905098603e+02,4.800478251792363835e+02,4.835413426465858038e+02,4.861409042522290065e+02,4.873412793128437670e+02,4.858409174833385578e+02
4.717474442415506246e+02,4.794724341465370117e+02,4.829637725300982538e+02,4.855622880716954342e+02,4.867637805778978191e+02,4.852778469047196950e+02
4.713577062157884257e+02,4.790702277122262558e+02,4.825597556003232285e+02,4.851579518717525161e+02,4.863598194555098644e+02,4.848792322597977318e+02
4.710606720470278788e+02,4.787631170654839252e+02,4.822510862402815519e+02,4.848493344255592774e+02,4.860513655379392048e+02,4.845717290145765901e+02
4.708225315436276333e+02,4.785160785284614349e+02,4.820026940496610450e+02,4.846009422349387705e+02,4.858031926833283478e+02,4.843221895279056071e+02
4.706245931244576468e+02,4.783105048800324539e+02,4.817960743371860417e+02,4.843944484135462289e+02,4.855964470797708827e+02,4.841129150710061140e+02
4.704562572795131246e+02,4.781350425615436279e+02,4.816196204641920531e+02,4.842179413288575915e+02,4.854200814603192384e+02,4.839332931554112065e+02
4.703104818952534742e+02,4.779825599080658094e+02,4.814663526137566123e+02,4.840646812654994164e+02,4.852667123778793439e+02,4.837764315688176566e+02
4.701820042052933104e+02,4.778482795476965066e+02,4.813312390361198823e+02,4.839297831303337034e+02,4.851317753073273025e+02,4.836373602091606472e+02
4.700676444864158157e+02,4.777285597239678054e+02,4.812109715212901619e+02,4.838094001071912089e+02,4.850111989050993770e+02,4.835128961086078334e+02
4.699650030209769511e+02,4.776207865746108610e+02,4.811023456869726260e+02,4.837010831602718781e+02,4.849026639200166073e+02,4.834002982159616977e+02
4.698720058507316253e+02,4.775228485038404642e+02,4.810039806247988281e+02,4.836029984328796445e+02,4.848041483076823397e+02,4.832975561674414848e+02
4.697869995196070931e+02,4.774334710266774664e+02,4.809142410485429764e+02,4.835130161593823459e+02,4.847140453344874231e+02,4.832034843805334958e+02
4.697091183641806538e+02,4.773513381270639684e+02,4.808314138012066223e+02,4.834304848209820875e+02,4.846315165917795866e+02,4.831165345247080722e+02
4.696372760871737455e+02,4.772755088664970344e+02,4.807551536556976544e+02,4.833543518644017922e+02,4.845553122536576893e+02,4.830358876590061072e+02
4.695705966423939799e+02,4.772052369834053707e+02,4.806842549128861037e+02,4.832836075652893442e+02,4.844841863877592232e+02,4.829610058261731638e+02
4.695087231221333468e+02,4.771395893263633070e+02,4.806184099832199763e+02,4.832176769777732943e+02,4.844180728039274300e+02,4.828907001990800154e+02
4.694511870039096948e+02,4.770783219002831856e+02,4.805566376949637970e+02,4.831559955387518812e+02,4.843561408805873043e+02,4.828249616928031855e+02
4.693968150347483288e+02,4.770208675463708232e+02,4.804988874321153389e+02,4.830983491036002988e+02,4.842981557075746650e+02,4.827631258100826699e+02
4.693459109106626101e+02,4.769668317193780922e+02,4.804441676401694394e+02,4.830438512433564711e+02,4.842437188461027517e+02,4.827047292198211608e+02
4.692979191534742540e+02,4.769158328525189745e+02,4.803927508668303972e+02,4.829924643204802805e+02,4.841922319890683184e+02,4.826494279927727575e+02
4.692526710431758374e+02,4.768677982664056572e+02,4.803442243970031313e+02,4.829442091005111024e+02,4.841436068829290207e+02,4.825969638575414820e+02
4.692096098037428646e+02,4.768218233622291109e+02,4.802981573457456079e+02,4.828981654104853760e+02,4.840974243233587231e+02,4.825471330522722155e+02
4.691689911108788920e+02,4.767785038514001599e+02,4.802546172010607961e+02,4.828543955470212268e+02,4.840537608832838714e+02,4.824997473892643711e+02
4.691303762925646197e+02,4.767372141720451282e+02,4.802128239573759174e+02,4.828129098928883423e+02,4.840118352592854762e+02,4.824543344524971644e+02
4.690937056478743443e+02,4.766979763875496019e+02,4.801730073334703093e+02,4.827732178622189849e+02,4.839718719787580312e+02,4.824111745767521597e+02
4.690583302537025929e+02,4.766603518258942813e+02,4.801352659656560036e+02,4.827353882408623349e+02,4.839338580632394269e+02,4.823697174752359160e+02
4.690247666528413220e+02,4.766243625504647525e+02,4.800989885683676448e+02,4.826989901438763582e+02,4.838976715151858343e+02,4.823298009171720651e+02
4.689926358741969352e+02,4.765899203077186712e+02,4.800642218640688270e+02,4.826645037743591047e+02,4.838626841770311557e+02,4.822917986822693592e+02
4.689617743891468535e+02,4.765568446970327159e+02,4.800307413253650566e+02,4.826311205741211552e+02,4.838291205761698848e+02,4.822551033785010759e+02
4.689324820001658054e+02,4.765253005448756767e+02,4.799985677177957086e+02,4.825992026422553636e+02,4.837969378836770602e+02,4.822197111123285822e+02
4.689041123798407398e+02,4.764947972653798161e+02,4.799678191453659792e+02,4.825682957325878988e+02,4.837659167635430322e+02,4.821857815188358245e+02
4.688766940807882975e+02,4.764651336923824374e+02,4.799381451895989130e+02,4.825386282660518873e+02,4.837362077659282704e+02,4.821527591198445180e+02
4.688505801171778558e+02,4.764370301305306157e+02,4.799095860837270493e+02,4.825100185441777967e+02,4.837073800058907409e+02,4.821210618218345871e+02
4.688249606329737844e+02,4.764096040444009077e+02,4.798816629224985491e+02,4.824825327571223852e+02,4.836795957142068119e+02,4.820900848284717313e+02
4.688005870811322211e+02,4.763832175330861674e+02,4.798548208671637667e+02,4.824557114673269780e+02,4.836529781862665232e+02,4.820606509742536900e+02
4.687769571951695298e+02,4.763577576839660424e+02,4.798290625134151242e+02,4.824298830298829444e+02,4.836269407955825272e+02,4.820317803852911993e+02
4.687539152335403969e+02,4.763328156754840847e+02,4.798039388064636341e+02,4.824049124687843459e+02,4.836016211138531844e+02,4.820037378222112920e+02
4.687318648264164267e+02,4.763090715790548302e+02,4.797797365703219157e+02,4.823807881034152842e+02,4.835771593084692768e+02,4.819766258148646330e+02
4.687104399811661324e+02,4.762857843244918286e+02,4.797561352369758652e+02,4.823571413454518506e+02,4.835534515517339287e+02,4.819503210678611822e+02
4.686895057217835756e+02,4.762632147788834800e+02,4.797332490168920458e+02,4.823342447425983437e+02,4.835306483938076099e+02,4.819245017153406252e+02
4.686693488722813754e+02,4.762413590486911517e+02,4.797108962116009252e+02,4.823123319071727337e+02,4.835082164198976216e+02,4.818995739831669880e+02
4.686496644387999595e+02,4.762201613265277729e+02,4.796893441774219582e+02,4.822907720859165011e+02,4.834866046847929510e+02,4.818754184694888636e+02
4.686306873315035091e+02,4.761993477668428341e+02,4.796682528786478770e+02,4.822695821508303879e+02,4.834653848992439862e+02,4.818516951385989842e+02
4.686120917909930768e+02,4.761791870238020010e+02,4.796477546955921980e+02,4.822490502237732244e+02,4.834446193598688524e+02,4.818286051566600463e+02
4.685940050061973352e+02,4.761596466512500001e+02,4.796278587131783979e+02,4.822291217952041507e+02,4.834246766549914582e+02,4.818063860295286531e+02
4.685764581254253471e+02,4.761404411230204232e+02,4.796083767437058896e+02,4.822097877801996901e+02,4.834050869642834414e+02,4.817841020100867127e+02
4.685591046237387900e+02,4.761218001578926078e+02,4.795894398696419785e+02,4.821908820544448417e+02,4.833860410711378108e+02,4.817627381636083328e+02
4.685425791479348163e+02,4.761036627570946393e+02,4.795706846940475998e+02,4.821723942351699179e+02,4.833674130844721049e+02,4.817416741196046814e+02
4.685261756696746716e+02,4.760858043932320243e+02,4.795526082920215458e+02,4.821542023248310898e+02,4.833491381119757762e+02,4.817209786639249387e+02
4.685102783514367957e+02,4.760685625063196085e+02,4.795348485644709626e+02,4.821367411019090241e+02,4.833313511296547631e+02,4.817010385547399665e+02
4.684947184732137657e+02,4.760515749972645381e+02,4.795175249132472572e+02,4.821191851362135594e+02,4.833140352655083234e+02,4.816814397791084730e+02
4.684794415254647220e+02,4.760348665251448210e+02,4.795003972368014047e+02,4.821022015206971219e+02,4.832967804001337981e+02,4.816621278274895985e+02
4.684644851457297818e+02,4.760185941293519818e+02,4.794840093326957913e+02,4.820856241310447103e+02,4.832799330584695099e+02,4.816433129509695164e+02
4.684499142263194926e+02,4.760025397717225815e+02,4.794676383005909202e+02,4.820692946300185895e+02,4.832638799986863205e+02,4.816248030683090064e+02
4.684357728940050265e+02,4.759872342713568969e+02,4.794516514309644890e+02,4.820536218391752072e+02,4.832476698995116067e+02,4.816065255001202559e+02
4.684217392829260689e+02,4.759720338965342989e+02,4.794359513853506769e+02,4.820378374335576837e+02,4.832321191062120533e+02,4.815888773873438140e+02
4.684079237100105502e+02,4.759569243709464672e+02,4.794206471828312033e+02,4.820225552944237961e+02,4.832164359325989835e+02,4.815712785927233881e+02
4.683944092374159709e+02,4.759421951142984426e+02,4.794055584227827467e+02,4.820076391479213953e+02,4.832014250433231837e+02,4.815542106172032391e+02
4.683813269476096366e+02,4.759275073887291683e+02,4.793907344233613230e+02,4.819928294248082921e+02,4.831866023417479710e+02,4.815372360866102781e+02
4.683683965058099830e+02,4.759133556736450146e+02,4.793761012073329084e+02,4.819781092530837441e+02,4.831718055970969772e+02,4.815204263824861073e+02
4.683557113569441981e+02,4.758995050588818003e+02,4.793616873273141437e+02,4.819640003669245516e+02,4.831573930149244234e+02,4.815042240703886591e+02
4.683429729963837644e+02,4.758857206342753443e+02,4.793476459291579204e+02,4.819498369712244994e+02,4.831431906838380428e+02,4.814882566684553922e+02
4.683308394321576316e+02,4.758724994749244388e+02,4.793337356134690026e+02,4.819360097176930822e+02,4.831294296204633838e+02,4.814725150917628298e+02
4.683188369503988042e+02,4.758593237401909164e+02,4.793205040713484095e+02,4.819224926494060810e+02,4.831155660272380601e+02,4.814567644301467908e+02
4.683067656827907967e+02,4.758462998534640747e+02,4.793066923919715236e+02,4.819090300906599396e+02,4.831020619374131684e+02,4.814415965014794665e+02
4.682950500250445884e+02,4.758331812239638339e+02,4.792933102996904609e+02,4.818959997147020431e+02,4.830888031405221454e+02,4.814265531660483930e+02
4.682835108743830688e+02,4.758206012006411356e+02,4.792804136018922918e+02,4.818829187227419197e+02,4.830758013171808898e+02,4.814115630423119683e+02
